obs,tiempo,infiel,valmat,edad,anoscas,hijos,relig,educ,ocmujer,ochombre
3018,0,0,5,42,23,5.5,3,12,3,2
3019,0,0,4,37,13,2,2,17,4,5
3020,0,0,5,32,2.5,0,2,12,2,2
3021,0,0,3,37,23,3,3,14,4,5
3022,0,0,5,22,0.5,0,3,16,4,2
3023,0,0,5,32,16.5,3,4,16,4,2
3024,0,0,5,22,2.5,0,2,12,4,4
3025,0,0,5,37,16.5,2,4,20,6,4
3026,0,0,5,27,6,1,2,16,4,2
3027,0,0,4,37,16.5,2,3,12,3,5
3028,0,0,5,42,23,3,3,17,4,4
3029,0,0,4,37,16.5,3,2,16,3,4
3030,0,0,4,37,13,2,3,14,4,2
3031,0,0,5,22,2.5,0,1,12,5,4
3032,0,0,5,22,0.5,0,4,16,4,6
3033,0,0,5,22,6,1,1,14,2,4
3034,0,0,3,22,2.5,1,2,12,4,4
3035,0,0,5,27,2.5,0,2,14,4,6
3036,0,0,5,22,2.5,0,2,12,3,4
3037,0,0,4,42,23,2,2,14,3,5
3038,0,0,4,22,2.5,0,2,12,3,4
3039,0,0,5,22,0.5,1,2,12,2,2
3040,0,0,3,27,6,2,2,14,2,4
3041,0,0,5,22,2.5,0,3,14,3,3
3042,0,0,5,22,0.5,0,3,14,3,5
3043,0,0,5,42,23,3,3,12,3,2
3044,0,0,4,27,2.5,0,1,16,3,3
3045,0,0,5,27,2.5,0,2,14,2,2
3046,0,0,5,27,9,2,4,12,2,4
3047,0,0,4,22,2.5,0,4,16,4,5
3048,0,0,4,27,6,2,1,16,4,5
3049,0,0,5,27,6,1,3,16,4,5
3050,0,0,5,32,16.5,3,3,12,2,3
3051,0,0,4,17.5,2.5,0,2,12,3,5
3052,0,0,4,32,2.5,0,3,17,4,2
3053,0,0,3,32,16.5,3,3,14,5,6
3054,0,0,5,22,2.5,1,3,12,3,3
3055,0,0,4,32,23,4,4,14,4,2
3056,0,0,5,22,2.5,0,1,16,4,5
3057,0,0,5,22,0.5,0,3,14,3,2
3058,0,0,3,22,2.5,0,2,16,4,6
3059,0,0,4,37,6,0,3,20,4,3
3060,0,0,4,22,0.5,0,3,12,2,2
3061,0,0,4,32,9,0,3,14,4,4
3062,0,0,5,22,2.5,0,3,12,2,2
3063,0,0,4,32,13,3,3,14,4,4
3064,0,0,4,22,2.5,1,4,14,3,5
3065,0,0,4,22,2.5,0,3,12,2,4
3066,0,0,5,17.5,2.5,0,3,12,3,2
3067,0,0,5,27,2.5,1,2,12,2,2
3068,0,0,5,22,2.5,1,1,12,3,4
3069,0,0,4,27,6,1,3,14,3,3
3070,0,0,4,42,23,2,3,12,3,3
3071,0,0,4,37,16.5,3,2,16,4,4
3072,0,0,5,42,23,5.5,4,12,3,5
3073,0,0,5,27,9,2,2,12,2,4
3074,0,0,5,27,6,0,2,14,2,3
3075,0,0,5,22,0.5,0,3,16,4,2
3076,0,0,5,42,23,5.5,2,16,4,6
3077,0,0,4,22,2.5,0,3,16,4,5
3078,0,0,5,32,13,1,3,14,3,5
3079,0,0,5,27,2.5,0,3,16,4,4
3080,0,0,5,42,23,4,3,14,4,4
3081,0,0,5,22,2.5,1,2,12,2,4
3082,0,0,3,32,9,2,2,14,3,4
3083,0,0,5,27,2.5,0,3,12,3,3
3084,0,0,4,22,0.5,0,3,14,4,2
3085,0,0,2,37,16.5,5.5,3,14,3,5
3086,0,0,5,42,23,4,3,12,5,4
3087,0,0,3,27,9,0,2,12,3,6
3088,0,0,5,42,16.5,3,2,14,3,4
3089,0,0,4,27,9,2,3,14,2,4
3090,0,0,4,17.5,0.5,0,2,12,3,5
3091,0,0,4,22,2.5,0,4,12,2,5
3092,0,0,4,22,2.5,1,2,12,2,4
3093,0,0,5,22,0.5,0,3,14,3,4
3094,0,0,5,32,16.5,3,2,12,3,5
3095,0,0,4,32,16.5,2,3,14,4,5
3096,0,0,5,22,2.5,0,1,17,4,4
3097,0,0,5,27,2.5,0,2,16,5,6
3098,0,0,5,32,0.5,0,1,12,4,5
3099,0,0,3,22,6,1,2,9,2,2
3100,0,0,4,27,13,3,2,12,3,2
3101,0,0,5,37,0.5,0,3,12,3,4
3102,0,0,5,17.5,0.5,0,3,12,3,2
3103,0,0,4,27,2.5,0,2,16,4,3
3104,0,0,4,37,9,2,3,17,4,4
3105,0,0,4,22,6,2,3,12,3,2
3106,0,0,4,42,23,3,3,14,3,5
3107,0,0,5,22,2.5,1,1,14,3,2
3108,0,0,3,22,2.5,0,2,16,3,5
3109,0,0,5,22,6,1,2,12,3,4
3110,0,0,4,37,16.5,3,4,16,4,3
3111,0,0,3,42,23,5.5,2,14,3,2
3112,0,0,5,22,2.5,0,3,12,2,2
3113,0,0,4,27,2.5,1,4,16,4,2
3114,0,0,4,32,9,3,3,14,2,2
3115,0,0,5,37,16.5,3,2,12,3,4
3116,0,0,5,22,6,1,2,12,3,4
3117,0,0,5,22,2.5,1,3,12,2,2
3118,0,0,4,27,9,1,2,14,3,4
3119,0,0,5,22,2.5,0,4,16,6,6
3120,0,0,4,32,2.5,0,3,17,4,3
3121,0,0,5,27,9,0,3,12,3,3
3122,0,0,4,22,6,0,1,14,3,5
3123,0,0,5,42,23,4,4,12,3,2
3124,0,0,5,32,16.5,4,3,12,5,4
3125,0,0,5,32,16.5,3,3,12,3,4
3126,0,0,4,27,6,0,2,12,3,4
3127,0,0,4,32,2.5,0,3,16,3,4
3128,0,0,5,27,6,1,2,16,3,3
3129,0,0,5,22,0.5,0,1,12,3,2
3130,0,0,5,42,23,4,4,12,2,4
3131,0,0,2,32,6,2,2,16,4,6
3132,0,0,5,22,6,2,3,16,4,2
3133,0,0,4,22,2.5,1,2,12,5,4
3134,0,0,5,42,23,5.5,3,12,3,2
3135,0,0,5,32,6,2,2,14,4,4
3136,0,0,5,42,23,2,2,14,5,3
3137,0,0,4,27,6,0,3,14,3,5
3138,0,0,4,37,16.5,3,3,14,3,4
3139,0,0,5,42,16.5,3,2,12,5,2
3140,0,0,4,32,16.5,3,2,12,3,4
3141,0,0,5,22,2.5,0,2,14,5,1
3142,0,0,4,27,9,2,3,14,4,3
3143,0,0,5,22,6,1,2,9,4,2
3144,0,0,4,22,2.5,2,2,14,3,4
3145,0,0,5,27,9,1,3,16,4,4
3146,0,0,4,27,6,2,3,14,3,4
3147,0,0,5,22,2.5,0,4,9,3,5
3148,0,0,5,22,2.5,0,3,20,4,6
3149,0,0,5,27,2.5,0,2,16,4,2
3150,0,0,5,22,2.5,0,3,17,4,5
3151,0,0,5,27,13,2,3,12,3,4
3152,0,0,4,27,2.5,0,3,16,4,5
3153,0,0,4,42,23,2,4,12,4,2
3154,0,0,5,27,6,2,2,17,4,1
3155,0,0,3,27,2.5,0,1,16,4,5
3156,0,0,4,27,6,1,3,12,4,6
3157,0,0,5,27,6,1,2,16,4,3
3158,0,0,5,22,0.5,0,2,12,2,2
3159,0,0,2,22,0.5,0,2,14,3,5
3160,0,0,4,27,2.5,0,3,14,3,5
3161,0,0,5,27,6,1,1,14,4,2
3162,0,0,4,37,23,3,3,14,2,6
3163,0,0,3,22,2.5,0,1,14,3,5
3164,0,0,4,27,9,2,3,17,4,6
3165,0,0,4,42,23,5.5,3,12,3,2
3166,0,0,4,22,0.5,0,3,16,3,5
3167,0,0,5,22,2.5,0,1,14,3,5
3168,0,0,5,22,6,0,2,12,3,5
3169,0,0,4,27,6,1,3,16,4,3
3170,0,0,4,42,23,4,3,12,3,4
3171,0,0,5,22,0.5,0,3,12,3,5
3172,0,0,4,22,2.5,0,1,16,2,4
3173,0,0,5,22,0.5,0,4,14,3,4
3174,0,0,5,27,2.5,0,3,14,3,4
3175,0,0,5,22,2.5,0,4,14,3,6
3176,0,0,4,37,16.5,4,3,14,4,5
3177,0,0,5,22,2.5,0,2,12,2,2
3178,0,0,5,22,2.5,0,2,14,3,5
3179,0,0,4,22,2.5,1,4,16,3,2
3180,0,0,5,37,23,4,1,14,3,2
3181,0,0,5,27,2.5,0,1,16,3,5
3182,0,0,3,37,9,1,2,17,5,5
3183,0,0,5,22,0.5,0,4,16,4,2
3184,0,0,5,27,9,2,2,14,4,5
3185,0,0,5,32,6,1,3,12,3,2
3186,0,0,4,22,2.5,0,3,14,3,5
3187,0,0,4,27,6,0,1,14,3,5
3188,0,0,4,17.5,0.5,0,3,14,3,5
3189,0,0,4,27,6,1,1,16,5,4
3190,0,0,4,22,2.5,0,2,14,3,5
3191,0,0,4,27,6,0,3,14,4,5
3192,0,0,4,27,6,2,3,16,4,5
3193,0,0,4,27,6,0,1,20,4,4
3194,0,0,5,22,2.5,0,4,14,5,4
3195,0,0,5,27,2.5,0,4,20,6,5
3196,0,0,5,22,0.5,0,2,17,4,2
3197,0,0,5,37,23,4,2,14,3,5
3198,0,0,5,37,16.5,4,4,12,4,5
3199,0,0,5,27,2.5,0,1,14,5,5
3200,0,0,5,42,23,4,3,12,3,4
3201,0,0,5,27,13,3,1,14,2,4
3202,0,0,4,22,2.5,0,2,14,3,4
3203,0,0,5,32,16.5,4,4,12,2,4
3204,0,0,3,37,16.5,2,3,12,3,4
3205,0,0,5,22,2.5,0,2,12,3,2
3206,0,0,4,27,2.5,1,3,12,3,2
3207,0,0,5,27,2.5,0,3,12,3,2
3208,0,0,5,32,13,3,3,12,3,4
3209,0,0,4,27,2.5,1,2,16,4,4
3210,0,0,4,22,0.5,0,3,12,3,5
3211,0,0,4,27,2.5,0,2,16,4,4
3212,0,0,4,27,2.5,0,2,17,5,6
3213,0,0,2,22,2.5,0,1,16,4,1
3214,0,0,4,32,9,2,3,14,2,4
3215,0,0,5,42,23,3,2,12,3,4
3216,0,0,3,27,2.5,0,2,14,4,4
3217,0,0,5,27,13,0,3,12,3,4
3218,0,0,4,22,2.5,0,3,12,3,2
3219,0,0,4,17.5,0.5,0,3,17,2,4
3220,0,0,4,27,6,1,2,12,3,6
3221,0,0,5,22,6,0,4,14,4,1
3222,0,0,3,27,6,1,3,16,4,5
3223,0,0,5,22,6,2,3,12,4,5
3224,0,0,5,27,6,2,3,16,4,6
3225,0,0,5,27,2.5,1,3,14,5,5
3226,0,0,4,22,2.5,1,2,14,1,5
3227,0,0,4,32,13,2,3,12,2,6
3228,0,0,4,27,16.5,2,3,20,4,4
3229,0,0,4,32,9,2,2,17,4,5
3230,0,0,4,37,16.5,3,3,14,2,5
3231,0,0,5,17.5,0.5,0,3,12,2,2
3232,0,0,4,22,2.5,0,2,16,4,1
3233,0,0,4,27,9,1,3,14,3,5
3234,0,0,5,27,6,2,3,14,4,2
3235,0,0,1,32,16.5,5.5,2,12,2,2
3236,0,0,3,27,9,1,2,14,3,5
3237,0,0,3,32,13,4,3,12,2,4
3238,0,0,5,42,13,4,4,14,3,4
3239,0,0,3,22,2.5,1,3,14,3,2
3240,0,0,5,32,13,2,2,12,2,2
3241,0,0,5,27,2.5,0,3,16,4,5
3242,0,0,4,22,2.5,0,2,16,4,5
3243,0,0,5,22,2.5,0,3,12,3,4
3244,0,0,5,22,2.5,0,2,12,2,4
3245,0,0,3,37,16.5,2,2,14,2,2
3246,0,0,5,32,9,2,2,20,4,6
3247,0,0,5,27,13,2,2,12,5,5
3248,0,0,3,37,13,1,4,12,2,2
3249,0,0,5,42,23,3,2,12,2,2
3250,0,0,4,22,2.5,0,3,14,3,4
3251,0,0,4,42,23,2,4,14,3,2
3252,0,0,3,22,2.5,0,1,14,3,2
3253,0,0,4,27,0.5,0,2,14,3,3
3254,0,0,4,42,13,2,1,20,4,4
3255,0,0,4,22,2.5,0,2,14,3,2
3256,0,0,5,27,6,0,4,16,3,5
3257,0,0,4,22,0.5,0,3,14,3,4
3258,0,0,5,32,2.5,0,3,17,4,4
3259,0,0,5,22,2.5,0,3,12,3,2
3260,0,0,4,32,16.5,4,1,12,2,2
3261,0,0,3,27,6,0,3,17,4,4
3262,0,0,5,32,13,2,3,16,2,2
3263,0,0,5,27,2.5,0,3,16,4,5
3264,0,0,4,32,16.5,2,2,14,4,5
3265,0,0,4,17.5,0.5,0,2,12,2,2
3266,0,0,4,37,23,3,2,12,3,5
3267,0,0,5,27,13,2,3,14,3,4
3268,0,0,5,32,16.5,3,2,12,2,2
3269,0,0,5,27,6,2,2,14,2,5
3270,0,0,5,22,2.5,0,3,12,3,2
3271,0,0,5,27,2.5,1,3,16,4,4
3272,0,0,3,17.5,2.5,1,3,12,3,2
3273,0,0,5,22,2.5,0,2,14,4,2
3274,0,0,5,22,0.5,0,4,16,4,2
3275,0,0,4,27,2.5,0,3,12,3,2
3276,0,0,4,27,6,2,1,12,2,2
3277,0,0,4,22,6,1,2,14,3,4
3278,0,0,4,27,2.5,0,3,17,4,1
3279,0,0,2,32,16.5,3,4,16,4,4
3280,0,0,4,22,2.5,0,2,14,3,2
3281,0,0,5,27,2.5,0,2,17,4,3
3282,0,0,4,27,2.5,0,3,16,4,2
3283,0,0,5,27,6,2,4,12,3,2
3284,0,0,5,32,16.5,2,3,14,2,2
3285,0,0,5,17.5,2.5,0,2,14,4,4
3286,0,0,4,42,16.5,5.5,3,12,2,5
3287,0,0,5,27,2.5,1,2,12,4,4
3288,0,0,4,32,2.5,0,3,16,5,5
3289,0,0,5,22,6,1,2,12,2,2
3290,0,0,4,27,6,1,3,16,4,4
3291,0,0,4,37,16.5,2,2,20,4,4
3292,0,0,5,17.5,0.5,0,3,12,3,2
3293,0,0,4,37,16.5,3,3,12,5,2
3294,0,0,5,27,2.5,0,2,16,2,2
3295,0,0,4,27,6,0,2,14,3,1
3296,0,0,4,27,9,2,3,20,4,4
3297,0,0,5,32,16.5,2,4,12,2,5
3298,0,0,5,27,2.5,2,3,17,4,5
3299,0,0,5,37,16.5,2,3,14,3,2
3300,0,0,4,42,23,3,3,14,3,2
3301,0,0,5,32,16.5,2,3,14,3,4
3302,0,0,4,22,0.5,0,2,12,3,5
3303,0,0,5,27,6,1,1,20,3,5
3304,0,0,3,27,2.5,0,3,17,4,3
3305,0,0,4,32,13,2,3,14,3,5
3306,0,0,4,22,2.5,1,2,14,3,4
3307,0,0,4,27,2.5,0,1,12,3,4
3308,0,0,5,22,2.5,0,3,12,3,4
3309,0,0,3,42,23,3,3,12,5,2
3310,0,0,5,27,6,0,3,14,3,4
3311,0,0,4,37,16.5,2,3,16,4,5
3312,0,0,4,27,6,0,4,14,3,3
3313,0,0,5,22,6,1,3,12,3,4
3314,0,0,5,32,6,1,2,17,4,3
3315,0,0,5,22,0.5,0,2,12,3,4
3316,0,0,4,22,2.5,0,3,14,3,4
3317,0,0,4,22,0.5,0,3,12,3,4
3318,0,0,3,32,2.5,1,2,14,3,4
3319,0,0,2,32,6,0,3,17,4,3
3320,0,0,5,32,9,2,4,17,4,4
3321,0,0,4,42,23,2,3,12,3,4
3322,0,0,5,42,23,3,4,17,4,6
3323,0,0,5,22,2.5,1,2,12,2,5
3324,0,0,5,42,23,2,2,12,2,2
3325,0,0,4,27,6,1,2,12,2,4
3326,0,0,4,27,2.5,0,1,14,3,3
3327,0,0,5,22,2.5,0,2,16,2,1
3328,0,0,4,42,16.5,4,4,17,4,5
3329,0,0,5,27,2.5,0,1,14,3,4
3330,0,0,3,32,9,1,3,14,2,5
3331,0,0,5,22,2.5,0,3,14,4,6
3332,0,0,4,22,6,0,3,12,3,4
3333,0,0,5,22,2.5,0,2,16,4,2
3334,0,0,4,22,0.5,0,3,16,4,5
3335,0,0,5,22,0.5,1,3,16,4,5
3336,0,0,4,32,9,0,2,14,3,2
3337,0,0,3,27,2.5,1,3,14,4,4
3338,0,0,4,27,6,0,2,20,4,6
3339,0,0,5,22,2.5,0,1,16,4,2
3340,0,0,5,22,2.5,2,3,12,2,4
3341,0,0,5,22,6,3,3,12,3,2
3342,0,0,4,27,9,2,3,14,6,4
3343,0,0,4,32,16.5,5.5,3,14,2,2
3344,0,0,5,32,6,2,3,17,2,6
3345,0,0,4,22,0.5,0,3,17,5,5
3346,0,0,5,27,6,2,4,12,2,2
3347,0,0,5,42,23,4,4,12,3,5
3348,0,0,4,22,2.5,0,2,12,2,5
3349,0,0,4,42,23,3,3,12,2,2
3350,0,0,5,32,9,2,3,14,2,2
3351,0,0,5,42,23,3,2,12,3,2
3352,0,0,4,42,23,2,2,12,3,5
3353,0,0,5,27,9,1,4,16,3,3
3354,0,0,5,22,2.5,0,3,12,2,2
3355,0,0,3,32,16.5,2,2,9,2,4
3356,0,0,5,22,2.5,0,3,16,3,5
3357,0,0,5,32,9,1,4,20,4,5
3358,0,0,5,27,6,2,4,14,3,2
3359,0,0,5,42,23,2,3,14,3,4
3360,0,0,5,32,16.5,2,1,14,4,5
3361,0,0,5,27,9,3,1,20,1,6
3362,0,0,5,32,13,2,4,20,6,6
3363,0,0,5,22,2.5,0,2,17,5,4
3364,0,0,4,27,6,0,3,14,3,5
3365,0,0,5,27,2.5,0,4,16,5,5
3366,0,0,4,17.5,2.5,1,2,12,5,6
3367,0,0,5,22,0.5,0,4,16,3,2
3368,0,0,4,22,2.5,0,4,16,3,1
3369,0,0,5,37,23,5.5,3,12,2,2
3370,0,0,4,22,0.5,0,1,12,5,2
3371,0,0,3,32,9,3,3,14,3,6
3372,0,0,4,22,2.5,0,1,12,2,4
3373,0,0,3,27,6,4,3,16,4,5
3374,0,0,4,22,2.5,1,3,14,4,5
3375,0,0,4,32,6,0,1,16,3,2
3376,0,0,5,32,16.5,3,3,17,4,5
3377,0,0,3,22,2.5,1,2,16,4,4
3378,0,0,5,27,6,0,3,16,2,1
3379,0,0,5,32,6,0,4,17,4,5
3380,0,0,5,27,6,2,3,14,3,5
3381,0,0,4,22,2.5,0,3,12,3,3
3382,0,0,5,42,23,3,2,12,5,5
3383,0,0,4,22,2.5,0,2,16,4,5
3384,0,0,5,27,6,0,2,20,4,1
3385,0,0,5,32,9,3,3,12,2,4
3386,0,0,5,42,23,4,1,14,4,4
3387,0,0,4,27,6,1,1,14,3,5
3388,0,0,5,22,2.5,0,1,14,3,1
3389,0,0,5,27,6,0,2,12,3,5
3390,0,0,5,27,2.5,1,3,16,4,4
3391,0,0,5,37,13,1,2,14,5,5
3392,0,0,4,22,2.5,0,2,16,4,4
3393,0,0,5,22,2.5,0,3,12,4,4
3394,0,0,3,22,6,1,2,12,2,2
3395,0,0,5,22,0.5,0,2,16,4,5
3396,0,0,4,32,13,1,2,12,3,4
3397,0,0,4,22,6,0,1,14,3,5
3398,0,0,5,22,2.5,0,1,14,3,1
3399,0,0,3,27,6,0,2,14,3,1
3400,0,0,3,27,13,4,3,12,2,2
3401,0,0,4,22,2.5,0,3,16,4,5
3402,0,0,5,27,6,2,2,16,4,6
3403,0,0,5,22,2.5,0,2,12,2,5
3404,0,0,4,17.5,2.5,0,2,12,2,2
3405,0,0,5,42,16.5,3,2,12,2,2
3406,0,0,3,27,6,2,2,9,4,2
3407,0,0,5,27,2.5,0,1,20,4,6
3408,0,0,5,22,2.5,0,3,12,5,4
3409,0,0,5,32,16.5,4,3,12,5,5
3410,0,0,5,27,0.5,0,3,16,5,5
3411,0,0,4,22,2.5,0,4,14,1,6
3412,0,0,5,32,13,3,3,12,2,2
3413,0,0,4,22,2.5,0,3,16,3,1
3414,0,0,5,27,2.5,0,1,20,6,1
3415,0,0,4,27,2.5,0,3,17,4,4
3416,0,0,5,22,2.5,0,4,12,3,4
3417,0,0,5,17.5,0.5,0,4,9,2,2
3418,0,0,2,27,9,1,1,12,3,5
3419,0,0,4,22,2.5,0,3,12,3,2
3420,0,0,4,22,2.5,0,2,12,3,2
3421,0,0,5,42,23,3,1,16,4,6
3422,0,0,4,22,2.5,1,3,12,3,2
3423,0,0,3,27,6,1,3,12,3,2
3424,0,0,5,27,0.5,0,4,17,3,2
3425,0,0,4,42,23,1,3,12,5,5
3426,0,0,4,32,16.5,3,3,12,3,5
3427,0,0,5,22,6,0,2,12,2,4
3428,0,0,4,22,2.5,0,2,16,4,4
3429,0,0,4,22,2.5,0,3,14,3,1
3430,0,0,3,27,9,2,1,12,2,2
3431,0,0,5,22,2.5,0,3,12,3,2
3432,0,0,5,37,16.5,2,1,12,3,4
3433,0,0,4,42,23,3,3,12,3,4
3434,0,0,5,27,2.5,0,2,12,3,4
3435,0,0,4,32,2.5,0,1,14,3,2
3436,0,0,3,22,0.5,0,2,16,3,1
3437,0,0,5,22,0.5,0,4,16,3,1
3438,0,0,5,42,23,5.5,3,12,2,5
3439,0,0,4,22,2.5,1,3,12,3,2
3440,0,0,4,27,2.5,0,1,14,3,2
3441,0,0,2,42,23,4,4,12,3,2
3442,0,0,4,22,2.5,0,4,17,5,1
3443,0,0,4,27,6,1,2,14,2,4
3444,0,0,5,27,6,3,2,14,5,5
3445,0,0,5,27,6,3,2,14,3,4
3446,0,0,4,27,6,2,3,14,3,5
3447,0,0,4,22,2.5,0,2,14,3,4
3448,0,0,4,22,2.5,2,2,14,2,2
3449,0,0,3,42,23,3,2,12,3,5
3450,0,0,5,22,0.5,0,2,17,4,2
3451,0,0,5,27,9,4,2,12,3,2
3452,0,0,5,22,0.5,0,1,16,4,5
3453,0,0,4,22,2.5,0,2,16,4,2
3454,0,0,5,17.5,0.5,0,3,14,3,5
3455,0,0,5,27,6,1,3,12,3,6
3456,0,0,2,27,6,0,3,17,2,5
3457,0,0,5,27,0.5,0,2,12,3,4
3458,0,0,5,22,2.5,0,1,12,5,4
3459,0,0,5,27,2.5,0,2,16,4,4
3460,0,0,4,37,16.5,2,2,16,4,3
3461,0,0,5,22,2.5,0,2,14,3,2
3462,0,0,5,27,2.5,0,1,16,4,1
3463,0,0,5,42,23,5.5,3,14,3,4
3464,0,0,5,37,16.5,4,2,14,2,5
3465,0,0,4,27,0.5,0,2,17,4,4
3466,0,0,5,27,6,0,3,20,6,2
3467,0,0,4,27,13,2,2,12,3,4
3468,0,0,3,22,6,1,2,12,4,2
3469,0,0,5,32,13,2,2,16,4,2
3470,0,0,5,27,2.5,0,2,17,3,6
3471,0,0,5,27,6,4,3,12,3,4
3472,0,0,4,42,23,2,3,12,3,2
3473,0,0,4,22,2.5,0,4,17,4,2
3474,0,0,5,32,16.5,3,3,12,2,4
3475,0,0,5,22,2.5,0,1,16,3,5
3476,0,0,5,22,0.5,0,3,12,5,2
3477,0,0,4,42,23,5.5,4,12,3,5
3478,0,0,5,42,16.5,2,3,16,4,4
3479,0,0,4,22,2.5,0,1,12,3,2
3480,0,0,2,22,2.5,1,2,14,3,4
3481,0,0,3,22,2.5,0,1,12,3,3
3482,0,0,4,32,13,2,3,17,4,3
3483,0,0,5,27,6,1,3,16,4,5
3484,0,0,4,32,9,2,2,16,4,5
3485,0,0,5,27,2.5,0,2,16,4,4
3486,0,0,2,22,2.5,2,3,14,4,2
3487,0,0,5,22,0.5,0,4,16,4,5
3488,0,0,5,27,2.5,0,3,14,3,2
3489,0,0,5,27,6,1,3,12,2,4
3490,0,0,4,27,6,2,4,12,3,2
3491,0,0,4,22,2.5,0,2,14,3,2
3492,0,0,4,22,2.5,0,1,12,4,3
3493,0,0,5,22,2.5,0,2,14,3,5
3494,0,0,5,22,2.5,2,3,14,3,4
3495,0,0,3,32,6,2,3,17,2,4
3496,0,0,4,27,6,3,3,14,4,4
3497,0,0,4,42,23,3,3,14,3,4
3498,0,0,5,22,0.5,0,3,12,3,4
3499,0,0,4,42,13,4,3,12,2,5
3500,0,0,5,22,6,0,4,14,1,5
3501,0,0,2,32,13,1,3,20,4,3
3502,0,0,4,22,2.5,0,1,12,2,4
3503,0,0,5,22,2.5,0,2,17,4,5
3504,0,0,5,42,23,5.5,2,12,5,5
3505,0,0,4,17.5,2.5,1,2,12,3,2
3506,0,0,5,27,13,1,2,14,3,5
3507,0,0,5,22,0.5,0,2,16,4,5
3508,0,0,4,32,2.5,0,1,12,3,4
3509,0,0,5,17.5,0.5,0,4,12,4,5
3510,0,0,5,22,0.5,2,2,16,4,4
3511,0,0,3,17.5,2.5,1,2,14,2,1
3512,0,0,3,27,6,0,3,14,3,2
3513,0,0,4,22,2.5,0,3,16,4,5
3514,0,0,5,22,6,2,2,12,3,4
3515,0,0,4,22,2.5,2,3,12,3,5
3516,0,0,4,22,6,1,2,12,3,5
3517,0,0,4,27,2.5,0,3,20,4,4
3518,0,0,5,27,2.5,0,3,17,3,5
3519,0,0,4,22,2.5,0,3,14,3,5
3520,0,0,5,27,2.5,0,2,14,2,2
3521,0,0,5,27,2.5,0,2,17,4,4
3522,0,0,5,22,2.5,0,3,14,2,2
3523,0,0,5,22,0.5,0,2,14,3,5
3524,0,0,4,42,23,3,4,17,3,6
3525,0,0,5,37,23,5.5,3,12,5,5
3526,0,0,4,22,6,1,3,12,2,2
3527,0,0,4,22,2.5,0,2,12,3,4
3528,0,0,5,32,2.5,0,1,14,3,3
3529,0,0,4,17.5,2.5,0,2,12,3,3
3530,0,0,5,37,23,5.5,3,12,2,3
3531,0,0,5,22,2.5,1,3,12,3,2
3532,0,0,5,42,23,5.5,4,16,4,5
3533,0,0,5,42,23,4,3,12,3,3
3534,0,0,4,27,6,0,2,14,5,3
3535,0,0,4,32,13,2,3,16,3,3
3536,0,0,4,27,6,2,3,12,2,4
3537,0,0,4,32,13,3,4,14,3,5
3538,0,0,5,32,13,3,2,12,3,2
3539,0,0,3,42,23,5.5,2,14,3,2
3540,0,0,1,37,13,3,4,17,2,4
3541,0,0,5,22,2.5,0,2,14,5,5
3542,0,0,4,22,2.5,0,1,12,5,4
3543,0,0,4,22,2.5,0,3,14,3,2
3544,0,0,4,22,6,3,2,14,4,2
3545,0,0,5,27,2.5,0,3,17,4,5
3546,0,0,4,22,0.5,0,2,14,3,5
3547,0,0,5,22,0.5,0,3,17,4,4
3548,0,0,4,27,9,0,2,12,3,2
3549,0,0,4,27,0.5,0,3,16,4,6
3550,0,0,4,27,6,2,3,12,2,6
3551,0,0,4,22,2.5,0,2,14,4,4
3552,0,0,5,22,6,0,3,12,4,6
3553,0,0,4,22,0.5,0,2,12,3,5
3554,0,0,5,17.5,0.5,0,2,12,4,2
3555,0,0,5,27,2.5,1,1,17,4,5
3556,0,0,3,27,9,2,1,14,3,5
3557,0,0,4,27,0.5,2,2,14,3,5
3558,0,0,4,22,2.5,0,2,14,2,5
3559,0,0,4,27,2.5,0,3,12,3,2
3560,0,0,2,27,6,2,2,14,3,2
3561,0,0,5,27,2.5,0,3,14,2,4
3562,0,0,5,42,9,0,4,20,4,4
3563,0,0,5,22,2.5,0,2,14,4,3
3564,0,0,5,37,13,5.5,4,17,4,5
3565,0,0,4,42,23,2,3,14,4,3
3566,0,0,5,32,16.5,3,4,14,4,3
3567,0,0,5,37,16.5,1,3,12,3,5
3568,0,0,5,22,2.5,0,3,14,3,5
3569,0,0,5,27,2.5,0,3,20,6,1
3570,0,0,4,42,23,3,3,14,4,5
3571,0,0,4,42,23,4,1,16,4,5
3572,0,0,3,27,2.5,0,2,16,3,5
3573,0,0,5,37,16.5,3,2,16,4,3
3574,0,0,5,42,23,5.5,3,14,4,4
3575,0,0,4,22,2.5,1,1,14,3,4
3576,0,0,5,27,9,1,3,12,2,5
3577,0,0,5,22,2.5,0,2,14,3,6
3578,0,0,4,22,2.5,1,2,14,2,2
3579,0,0,3,42,23,3,4,12,3,4
3580,0,0,5,42,23,3,3,12,3,4
3581,0,0,4,32,13,2,1,14,3,4
3582,0,0,4,37,16.5,5.5,3,12,4,5
3583,0,0,4,27,6,1,4,12,3,4
3584,0,0,5,42,23,5.5,3,16,4,5
3585,0,0,5,32,6,2,2,16,2,5
3586,0,0,2,32,9,2,4,14,4,5
3587,0,0,5,27,13,2,3,12,3,4
3588,0,0,5,42,23,5.5,4,14,4,2
3589,0,0,5,42,23,3,3,12,3,5
3590,0,0,5,22,0.5,0,2,14,4,3
3591,0,0,3,37,16.5,2,3,12,5,2
