"","CODERESP","weight.coefficient","Country","Country.code","DURINT","Date.of.interview","CATI/CAWI","Language","A1","A2_01","A2_02","A2_03","A2_04","A2_05","A3","Q00A","Q00B","Q00C_1","Q01","Q02","Q03_1","Q04_1","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16B_1","Q16B_2","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q18MODE","Q18_01","Q18_02","Q18_03","Q18_04","Q18_05","Q18_06","Q18_07","Q18_08","Q18_09","Q18_10","Q18_11","Q18_12","Q18_13","Q18@_13","Q18B","Q18C","Q18D","Q18E_1","Q18E_2","Q18E_3","Q18E_4","Q18E_5","Q18E_6","Q18E_7","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q20_01","Q20_02","Q20_03","Q20_04","Q21","Q22","Q23","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25NEW","coderesp"
"2798",2394970,1186.55132967085,"Spain","ES",10.55,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",34,"28034","3","-1",NA,NA,"7","1",4,4,"3","-1","4",3,0,3,0,2,1,2,2,1,1,2,1,2,-1,2,-1,-1,2,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,3,4,4,4,4,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2394970
"2799",2394971,1123.65700537498,"Spain","ES",7.9,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",38,"08830","1","1",NA,"08014","7","1",2,2,"2","-1","4",1,0,2,0,1,2,2,2,2,2,2,1,0,2,1,1,1,2,2,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,1,1,2,4,3,4,2,2,1,1,1,2,2,2,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,5,2394971
"2800",2394973,3969.26968496426,"Spain","ES",6.21666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",18,"28053","5","2","34596",NA,"3","2",2,2,"2","-1","4",1,0,2,0,2,2,2,2,1,2,2,99999997,99999997,1,1,1,2,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,1,3,1,4,-1,-1,2,2,4,6,2394973
"2801",2394974,1768.17433406547,"Spain","ES",6.76666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",42,"23400","1","1",NA,"23400","7","1",4,3,"3","-1","4",1,1,2,1,2,2,2,2,2,2,2,0,0,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,2,3,2,2,1,1,1,1,1,2,2,0,1,0,0,3,2,-1,-1,3,3,-1,-1,2,2394974
"2802",2394976,1229.14579794507,"Spain","ES",6.71666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",38,"28340","2","1",NA,"28300","7","1",3,2,"3","-1","4",1,0,0,0,2,1,2,1,1,2,1,0,1,1,2,1,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2394976
"2803",2394979,5689.74157906597,"Spain","ES",7.46666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",34,"23700","1","1",NA,"23700","3","1",5,1,"4","-1","4",2,1,1,1,1,1,2,1,1,1,1,2,3,2,2,1,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,3,3,3,3,3,3,2,1,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,4,-1,2,2394979
"2804",2394980,1177.28759764419,"Spain","ES",8.05,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",47,"28850","1","1",NA,"28803","6","1",3,2,"3","-1","4",2,0,1,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,4,1,4,1,1,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2394980
"2805",2394982,1231.52106608012,"Spain","ES",4.58333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","1",33,"46020","1","1",NA,"46020","8","1",2,2,"2","-1","4",0,1,0,0,2,2,2,2,1,2,2,0,0,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,1,1,1,3,1,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2394982
"2806",2394984,1229.14579794507,"Spain","ES",3.61666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",35,"08035","1","1",NA,"08036","6","1",3,2,"3","-1","3",1,0,0,0,2,2,2,2,1,1,2,2,99999997,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2394984
"2807",2394986,8144.30638743693,"Spain","ES",7.66666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",63,"29720","1","1",NA,"29006","4","1",3,3,"3","-1","4",1,1,3,0,1,1,2,2,1,2,2,0,0,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,4,3,1,1,1,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2394986
"2808",2394987,1236.5568388971,"Spain","ES",5.03333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",51,"38003","7","-1",NA,NA,"6","2",3,3,"4","-1","3",1,0,0,0,1,1,1,1,2,2,2,99999997,99999997,2,2,2,2,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,1,1,1,4,1,1,2,1,2,1,1,-1,-1,-1,-1,-1,2,4,-1,4,-1,5,5,1,2394987
"2809",2394988,1505.47762651344,"Spain","ES",7.76666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",57,"36205","1","1",NA,"36209","7","1",2,2,"4","-1","4",1,0,0,0,2,2,2,2,2,2,2,99999997,99999997,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2394988
"2810",2394990,6618.63198444221,"Spain","ES",12.1333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",27,"18007","1","2",NA,"18007","3","1",6,5,"3","-1","4",1,1,0,0,2,2,2,2,2,2,2,0,0,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,2,2394990
"2811",2394991,29314.211875378,"Spain","ES",10.8333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",23,"00810","5","1","06660",NA,"3","2",4,1,"5","-1","4",1,0,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,2,1,3,1,2,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,-1,1,2394991
"2812",2394992,1469.00745496779,"Spain","ES",6.56666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",35,"48001","1","1",NA,"48001","7","1",4,2,"3","-1","4",2,1,3,1,2,2,2,2,2,2,1,0,0,1,1,1,1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3,2,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2394992
"2813",2394993,1247.82961119443,"Spain","ES",5.2,"2021-05-28","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",29,"46026","1","1",NA,"46026","7","1",1,1,"1","2","-1",0,0,1,0,2,2,1,1,2,2,2,-1,-1,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,2,3,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2394993
"2814",2394996,1226.31832330699,"Spain","ES",5.91666666666667,"2021-05-28","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",43,"28039","1","1",NA,"28039","6","1",3,3,"4","-1","4",1,0,0,0,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,2,1,1,1,1,2,2,2,0,0,1,0,2,1,-1,4,-1,-1,-1,-1,4,2394996
"2815",2394997,1354.79287230986,"Spain","ES",4.75,"2021-05-28","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",22,"11408","5","2","11408",NA,"6","1",5,5,"5","-1","4",2,0,1,1,1,2,1,1,2,1,1,4,3,2,1,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,0,1,0,2,-1,-1,2,-1,2,-1,-1,1,2394997
"2816",2394998,8498.28471531874,"Spain","ES",10.25,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",35,"41440","1","1",NA,"41001","4","1",4,2,"3","-1","4",2,1,2,1,2,2,2,2,2,2,2,0,0,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,3,2,3,3,1,1,1,2,1,2,2,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,4,2,2394998
"2817",2395000,1757.53289686937,"Spain","ES",6.36666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",61,"28047","1","1",NA,"28047","6","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,0,0,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2395000
"2818",2395001,1505.47762651344,"Spain","ES",6.4,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",56,"28027","1","1",NA,"28027","7","1",2,2,"2","-1","4",1,2,2,1,2,2,2,2,2,2,2,0,0,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,4,3,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395001
"2819",2395003,1517.0784589658,"Spain","ES",10,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",38,"15895","1","2",NA,"15707","6","1",3,2,"3","-1","4",2,0,2,0,2,2,2,2,2,2,2,0,0,1,1,1,1,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,4,2,4,2,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,4,2395003
"2820",2395006,5645.32020430417,"Spain","ES",7.61666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",49,"08923","1","1",NA,"08016","3","1",3,3,"3","-1","4",1,0,0,0,2,2,2,2,2,2,2,99999997,99999997,1,1,1,2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395006
"2821",2395008,3563.24304250893,"Spain","ES",4.46666666666667,"2021-05-28","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",23,"18110","1","1",NA,"18001","2","1",2,2,"2","-1","4",1,1,2,0,2,2,2,1,1,2,2,0,0,2,2,2,2,2,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,2,2,3,2,3,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395008
"2822",2395009,1528.51136315069,"Spain","ES",8.51666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",25,"18199","1","1",NA,"18001","6","1",4,3,"3","-1","4",1,1,2,2,1,2,2,2,2,1,1,99999997,99999997,2,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,3,3,3,2,2,1,1,1,2,1,2,1,0,0,0,1,1,-1,-1,-1,-1,3,-1,2,2395009
"2823",2395010,1816.2497668096,"Spain","ES",10.2666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",59,"29692","1","1",NA,"29692","7","1",2,2,"4","-1","4",2,0,1,0,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,2,4,2,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395010
"2824",2395012,1479.46427732632,"Spain","ES",5.83333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",40,"11510","1","1",NA,"11510","7","1",3,2,"3","-1","4",0,0,2,0,2,2,2,2,1,2,2,0,0,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,4,2395012
"2825",2395015,13292.3257566045,"Spain","ES",5.8,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",61,"28760","4","-1",NA,NA,"3","1",4,4,"3","-1","4",0,0,2,0,2,2,2,2,2,2,2,99999997,99999997,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,2,4,4,4,4,1,1,1,1,2,2,2,0,0,1,0,2,2,-1,4,4,-1,-1,-1,2,2395015
"2826",2395016,1286.99597615972,"Spain","ES",13.1666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",61,"28006","2","1",NA,"28006","7","1",2,2,"2","-1","4",1,1,1,0,2,2,2,2,1,2,2,0,0,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,-1,-1,-1,-1,-1,1,2,-1,-1,3,4,3,4,2395016
"2827",2395017,1172.00897207435,"Spain","ES",8.21666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",23,"41510","1","2",NA,"41510","6","1",6,6,"6","-1","4",2,0,3,0,1,1,2,1,2,1,2,99999997,99999997,2,2,1,2,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,5,1,2395017
"2828",2395019,971.470619170585,"Spain","ES",6.98333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",20,"41005","5","1","41005",NA,"7","1",5,1,"3","-1","4",2,1,2,1,2,1,2,2,1,2,2,4,3,2,2,1,1,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,3,2,1,3,3,3,1,2,1,1,2,1,1,1,1,0,0,2,2,1,4,3,-1,2,4,1,2395019
"2829",2395020,31712.4018279119,"Spain","ES",14.9,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",42,"15874","2","1",NA,"15100","3","1",5,4,"3","-1","2",2,2,1,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,4,1,1,1,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2395020
"2830",2395022,1677.90570868158,"Spain","ES",12.9833333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",40,"08031","1","1",NA,"08006","7","1",5,3,"3","-1","4",1,0,3,1,2,2,1,1,2,2,1,0,0,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,3,4,3,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2395022
"2831",2395024,1186.55132967085,"Spain","ES",19.2166666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",33,"08840","4","-1",NA,NA,"6","2",4,2,"3","-1","4",1,1,1,0,2,2,2,2,1,2,2,0,0,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395024
"2832",2395026,1169.17207955026,"Spain","ES",6.13333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","1",25,"28902","5","1","28902",NA,"6","1",2,2,"2","-1","4",1,0,1,0,1,2,1,1,2,2,2,0,0,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,4,4,4,2,2,1,1,1,2,2,2,0,0,1,0,2,1,-1,4,-1,-1,-1,-1,2,2395026
"2833",2395027,1435.0285486625,"Spain","ES",7.73333333333333,"2021-05-28","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",47,"15706","2","1",NA,"15706","5","1",1,1,"1","2","-1",1,0,1,0,2,2,2,2,1,2,2,-1,-1,1,1,1,1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,2,4,1,1,1,1,2,2,2,2,0,0,1,0,3,-1,-1,-1,-1,-1,-1,-1,2,2395027
"2834",2395030,1677.90570868158,"Spain","ES",10.4333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",40,"15011","5","2","15011",NA,"7","1",7,4,"3","-1","4",1,0,0,0,1,1,1,1,1,1,1,99999997,99999997,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,4,4,1,1,2,1,1,2,2,2,0,0,1,0,2,2,-1,4,4,-1,-1,-1,6,2395030
"2835",2395031,1367.58261083287,"Spain","ES",7.88333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",21,"23100","6","-1","23100",NA,"6","2",3,1,"5","-1","4",1,1,1,1,1,1,2,1,2,2,2,99999997,99999997,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,2,2,4,4,2,2,2,2,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,-1,1,2395031
"2836",2395032,1283.4451571657,"Spain","ES",5.15,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",43,"28031","1","1",NA,"28027","7","1",2,1,"4","-1","3",1,1,1,0,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,4,4,1,-1,-1,4,4,4,4,2395032
"2837",2395033,1169.17207955026,"Spain","ES",5.03333333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",25,"29631","3","-1",NA,NA,"5","1",2,1,"2","-1","4",1,1,0,0,1,1,1,1,2,2,2,1,1,2,2,2,2,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,0,0,1,0,2,2,-1,3,3,-1,-1,-1,1,2395033
"2838",2395035,955.785308091742,"Spain","ES",10.8833333333333,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","2",18,"30110","5","2","30100",NA,"6","1",4,3,"3","-1","2",1,1,1,0,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,2,1,1,3,1,2,3,1,1,1,2,2,1,0,0,0,1,2,1,3,4,-1,-1,-1,2,4,2395035
"2839",2395036,1272.02671628018,"Spain","ES",8.76666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",48,"41012","1","1",NA,"41700","5","1",1,1,"1","2","-1",0,1,0,0,2,2,2,2,1,1,2,-1,-1,1,1,1,1,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2395036
"2840",2395037,21960.1082407907,"Spain","ES",7.96666666666667,"2021-05-28","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",50,"46196","2","1",NA,"46196","3","1",3,1,"3","-1","4",1,0,0,0,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,4,4,4,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395037
"2841",2395040,1327.18727852619,"Spain","ES",9.8,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",24,"47012","1","1",NA,"47012","7","1",3,2,"4","-1","4",3,0,1,0,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,0,0,1,0,2,3,-1,4,-1,-1,-1,-1,3,2395040
"2842",2395041,1751.47012549917,"Spain","ES",6.05,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",30,"28010","1","1",NA,"28015","6","1",1,1,"1","2","-1",1,0,1,0,2,1,2,1,2,1,2,-1,-1,2,2,1,2,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,3,2,3,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,2,2395041
"2843",2395042,3305.15595168443,"Spain","ES",7.48333333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",42,"08397","8","-1",NA,NA,"7","1",6,4,"3","-1","4",2,0,6,2,2,2,2,2,2,1,1,1,1,-1,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,2,1,4,2,2,4,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2395042
"2844",2395043,1213.28428690373,"Spain","ES",8.4,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",21,"08001","3","-1",NA,NA,"7","1",2,1,"2","-1","4",1,0,2,1,1,1,2,1,2,2,2,1,99999997,2,2,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,1,3,4,1,1,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2395043
"2845",2395048,1935.74346069164,"Spain","ES",7.2,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",57,"28034","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,0,0,2,2,1,1,1,2,2,0,0,-1,-1,2,2,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,4,4,4,1,1,1,2,1,3,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2395048
"2846",2395052,14640.1428425966,"Spain","ES",10.3166666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","1",57,"30540","1","1",NA,"30540","3","1",4,4,"3","-1","4",2,1,1,1,2,2,2,2,2,1,1,4,4,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,-1,-1,-1,-1,-1,2,-1,-1,4,4,4,-1,3,2395052
"2847",2395056,2297.34546040947,"Spain","ES",7.36666666666667,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",46,"28009","1","1",NA,"28009","8","1",4,2,"3","-1","2",1,0,4,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,1,3,2,1,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2395056
"2848",2395057,44939.1331578517,"Spain","ES",12.3833333333333,"2021-05-29","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",47,"12159","9","-1",NA,NA,"1","1",1,1,"1","2","-1",1,0,0,0,2,2,2,2,2,1,2,-1,-1,NA,NA,NA,NA,NA,2,NA,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2395057
